5233,Hyrum,,,45,,5100,NULL
5234,Clearfield/Syracuse,,,45,,37000,NULL
5235,Ogden,,,,,,NULL
5240,Ogden,,,,,,NULL
5241,Riverdale,,,,no,,NULL
5242,Clearfield,,,,,,NULL
5243,Clearfield,,,,,,NULL
5250,Ogden,,,40,,,NULL
5256,Bountiful/North Salt Lake,,,45,,,NULL
5258,Roy,,,40,,,NULL
5259,Clearfield,,,45,,,NULL
5260,Syracuse,,,45,,,NULL
5261,Ogden/Harrisville,,,45,,27000,NULL
5262,West Point,,,,,,NULL
5263,Ogden,,,40,,25000,NULL
5264,Centerville,,,40,,17000,NULL
5266,Centerville,,,,,,NULL
5267,Roy,,,,,,NULL
5268,Ogden,,,,,,NULL
5269,Clinton,,,,,,NULL
5270,Bountiful/West Bountiful,,,40,no,,NULL
5271,Roy,,,,,,NULL
5280,Willard,,,55,no,,NULL
5289,Cache County/Logan,,,50,yes,,NULL
5290,Cache County/Smithfield,,,55,no,37000,NULL
5291,Logan,,,50,no,17000,NULL
5292,Cache County,,,,no,,NULL
5293,North Logan/Hyde Park,,,55,no,,NULL
5294,North Logan/Logan,,,45,no,,NULL
5295,Logan/Cache County,,,55,no,,NULL
5297,Logan/Providence,,,55,no,18980,NULL
5298,Nibley,,,45,no,,NULL
5299,Richmond,,,45,no,12585,NULL
5300,Logan,,,45,no,37390,NULL
5301,Logan,,,35,no,37390,NULL
5302,Logan,x,,35,no,35045,NULL
5303,Logan,x,,35,no,35045,NULL
5304,Logan,x,,35,no,35045,NULL
5305,Logan,x,,35,no,36455,NULL
5306,Logan,x,,35,no,36455,NULL
5307,Logan,,,35,no,30770,NULL
5308,Logan,,,35,no,30770,NULL
5309,Logan,,,35,no,30770,NULL
5310,Logan,,,35,no,30770,NULL
5311,Logan,,,40,no,30770,NULL
5312,Logan,x,,40,no,15860,NULL
5313,Logan,,,40,no,15860,NULL
5314,Logan,,,40,no,15860,NULL
5315,Logan,,,30,no,14830,NULL
5316,Logan,,,40,no,15680,NULL
5317,Logan,,,40,no,15680,NULL
5318,Logan,,,30,,11990,NULL
5319,Logan,,,30,no,11990,NULL
5320,Logan,,,45,no,15680,NULL
5321,Logan,,,45,no,28245,NULL
5322,Logan,,,55,no,28245,NULL
5323,North Logan,,,55,no,31465,NULL
5324,Hyde Park,,,55,no,31465,NULL
5325,Smithfield,,,45,no,26125,NULL
5326,Smithfield,,,45,no,26125,NULL
5327,Smithfield,,,45,no,26125,NULL
5328,Logan,,,55,no,,NULL
5329,Logan,,,30,no,9555,NULL
5330,Logan,,,55,no,20090,NULL
5331,Logan,,,55,no,18540,NULL
5332,Logan/Providence,,,45,no,20565,NULL
5333,Nibley,,,45,no,14055,NULL
5334,Brigham City,,,35,no,16245,NULL
5335,Brigham City,,,35,no,13810,NULL
5336,Brigham City,,,35,no,12900,NULL
5337,Brigham City,,,35,no,16245,NULL
5338,Brigham City,,,35,no,16245,NULL
5339,Brigham City,,,35,no,13810,NULL
5340,Brigham City,,,55,no,19920,NULL
5341,Hyrum,,,55,no,9525,NULL
5342,Wellsville,,,60,no,20625,NULL
5343,North Salt Lake,,,55,no,9050,NULL
5344,Woods Cross/North Salt Lake,,,55,no,9050,NULL
5345,North Salt Lake,,,55,no,12420,NULL
5346,Woods Cross/North Salt Lake,,,35,no,26790,NULL
5347,Woods Cross/North Salt Lake,,,35,no,26790,NULL
5348,Woods Cross/North Salt Lake,,,35,no,26790,NULL
5349,Woods Cross/North Salt Lake/Bountiful,,,45,no,26790,NULL
5350,Bountiful/West Bountiful,,,35,no,9000,NULL
5352,Centerville,,,35,yes,15870,NULL
5353,Centerville,,,35,no,15870,NULL
5354,Centerville,,,35,no,15870,NULL
5355,Centerville,,,35,no,15870,NULL
5356,Centerville,,,40,no,15870,NULL
5357,Centerville,,,40,no,6395,NULL
5358,North Salt Lake,,,45,no,35220,NULL
5359,North Salt Lake,,,45,no,23825,NULL
5360,North Salt Lake/Davis County,,,45,no,16690,NULL
5361,Bountiful,,,40,no,14905,NULL
5362,Bountiful,,,40,no,21990,NULL
5363,Bountiful/West Bountiful,,,40,no,16510,NULL
5364,Bountiful,,,35,no,16510,NULL
5365,Bountiful,,,40,no,11200,NULL
5366,Bountiful,,,40,no,12850,NULL
5367,Centerville/Bountiful,,,40,no,12850,NULL
5368,Bountiful/West Bountiful,,,40,no,15545,NULL
5369,Uintah,,,55,,47370,NULL
5370,Farr West,,,55,no,6955,NULL
5371,Farr West,,,55,no,8550,NULL
5372,Pleasant View,,,55,no,22905,NULL
5373,Marriott-Slaterville,,,50,no,6955,NULL
5374,Harrisville,,,55,no,13020,NULL
5375,Woods Cross,,,45,no,9050,NULL
5376,Uintah,,,55,no,39005,NULL
5377,Brigham City,,,55,no,19975,NULL
5378,Woods Cross,,,55,no,9050,NULL
5380,North Salt Lake/Davis County,,,50,,11365,NULL
5381,North Salt Lake,,,50,no,12420,NULL
5383,Brigham City/Perry,,,30,,17685,NULL
5384,South Ogden,,,55,,23090,NULL
5385,Bountiful,,,40,no,14355,NULL
5386,Bountiful,,,40,,14355,NULL
5387,West Bountiful,,,45,,9355,NULL
5388,Davis County,,,40,no,5600,NULL
5389,Centerville,,,35,no,,NULL
5390,South Ogden,,,50,no,28610,NULL
5393,Syracuse,,,40,no,24890,NULL
5394,Syracuse/Davis County,,,45,no,,NULL
5395,Garden City,,,50,no,,NULL
5396,South Ogden,,,55,no,39005,NULL
5397,Pleasant View/Weber County,,,45,no,22905,NULL
5398,Farr West,,,45,no,3885,NULL
5399,Harrisville/Pleasant View,,,55,no,13020,NULL
5400,Farr West,,,45,,20295,NULL
5401,Pleasant View,,,55,no,14550,NULL
5402,Weber County,,,,no,,NULL
5403,Pleasant View/Farr West,,,25,no,23000,NULL
5404,Box Elder County,,,,no,,NULL
5420,Tremonton,,,40,no,6225,NULL
5421,Tremonton,,,30,no,6225,NULL
5422,Tremonton,,,40,no,7360,NULL
5423,Garland,,,40,,4955,NULL
6000,Spanish Fork,,,40,no,25055,NULL
6001,Spanish Fork,,,30,no,25640,NULL
6002,Spanish Fork,,,30,no,25640,NULL
6003,Spanish Fork,,,35,no,27285,NULL
6004,Spanish Fork,,,30,no,27285,NULL
6005,Spanish Fork,,,30,,25180,NULL
6006,Spanish Fork,,,30,,25180,NULL
6007,Saratoga Springs,,,50,,,NULL
6008,Lehi,,,40,,21100,NULL
6009,Lehi,,,40,no,21100,NULL
6010,Lehi,,,40,no,23365,NULL
6011,Lehi,,,40,no,23365,NULL
6012,Lehi,,,40,no,23365,NULL
6013,Lehi,,,40,no,,NULL
6014,Saratoga Springs,,,50,no,,NULL
6015,Lindon,,,,yes,,NULL
6016,American Fork,,,35,no,,NULL
6017,Lehi,,,45,no,15085,NULL
6018,Lehi,,,50,no,23215,NULL
6019,Highland,,,45,no,13475,NULL
6020,Lehi,,,45,no,24710,NULL
6021,American Fork,,,45,no,24710,NULL
6022,American Fork,,,35,no,26880,NULL
6023,American Fork,,,35,no,32020,NULL
6024,American Fork,x,,30,no,22780,NULL
6025,American Fork,,,30,no,28610,NULL
6026,American Fork,,,45,no,28610,NULL
6027,American Fork,,,35,no,23670,NULL
6028,American Fork/Pleasant Grove,,,45,no,23670,NULL
6029,American Fork,x,x,30,no,17290,NULL
6030,American Fork,,,30,no,18455,NULL
6031,American Fork,,,45,yes,17995,NULL
6032,Lehi/Utah County,,,50,no,20755,NULL
6033,American Fork,,,35,no,32020,NULL
6034,American Fork,,,35,no,32020,NULL
6035,Lehi,,,45,no,24500,NULL
6036,Lehi,,,50,no,20755,NULL
6037,Lehi,,,50,no,20755,NULL
6038,Lehi,,,50,no,20755,NULL
6039,Saratoga Springs,,,50,yes,20755,NULL
6040,Spanish Fork,,,50,no,25905,NULL
6041,Spanish Fork,,,50,no,25905,NULL
6042,Spanish Fork,,,50,no,23730,NULL
6043,Spanish Fork,,x,60,no,18295,NULL
6044,Spanish Fork,,,30,no,25180,NULL
6045,Spanish Fork,,,60,no,18295,NULL
6046,Spanish Fork,,,40,no,8855,NULL
6047,Spanish Fork,,,45,no,22295,NULL
6048,American Fork,,,35,no,17995,NULL
6049,American Fork,,,35,no,17995,NULL
6050,Springville,,,40,no,10315,NULL
6051,Springville,,,40,no,25400,NULL
6052,Springville,,,45,,10315,NULL
6053,Springville,,,45,no,10315,NULL
6054,Springville,,,40,,29660,NULL
6055,Springville,,,55,no,24420,NULL
6056,Spanish Fork,,,40,no,8855,NULL
6057,Lindon,,x,50,no,16400,NULL
6058,Lindon,,x,50,no,16400,NULL
6059,Springville,,,45,no,29660,NULL
6060,Spanish Fork,,,45,no,,NULL
6061,Lehi,,,45,no,15085,NULL
6062,Cedar Hills,,,45,no,,NULL
6063,Lehi,,,40,no,18005,NULL
6064,Lehi,,,40,,17795,NULL
6065,Lehi,,x,45,no,12415,NULL
6066,Lehi,,,45,no,13570,NULL
6067,Lehi,,,45,no,13570,NULL
6068,Springville,,,40,no,29660,NULL
6069,Springville,,,35,no,20135,NULL
6070,Springville,,,30,no,19085,NULL
6071,Springville,,,30,,25400,NULL
6072,Springville,,,40,yes,,NULL
6073,American Fork,,,35,no,14385,NULL
6074,American Fork,,,35,no,22780,NULL
6075,Spanish Fork,,,45,no,7210,NULL
6076,Spanish Fork,,,40,no,22295,NULL
6077,Spanish Fork,,,50,no,25905,NULL
6078,Saratoga Springs,,,45,no,9110,NULL
6079,Saratoga Springs,,,50,no,,NULL
6080,Saratoga Springs,,,45,no,20020,NULL
6081,Saratoga Springs,,,45,no,20020,NULL
6082,Saratoga Springs,,,45,no,20020,NULL
6084,Saratoga Springs,,,45,no,20020,NULL
6085,Saratoga Springs,,,45,no,20020,NULL
6086,Saratoga Springs,,,45,no,20020,NULL
6087,Saratoga Springs,,,45,no,9110,NULL
6088,Lehi,,,40,,18005,NULL
6089,Lehi,,,40,no,18005,NULL
6090,Lehi,,,45,no,23365,NULL
6091,Lehi,,,55,no,20820,NULL
6092,Lehi,,,55,no,20820,NULL
6093,Lehi,,,55,no,20820,NULL
6094,Highland,,,55,no,21675,NULL
6095,Highland,,,55,no,21675,NULL
6096,Highland,,,50,no,,NULL
6097,Alpine,,,45,no,18225,NULL
6098,Alpine,,,45,no,15785,NULL
6099,Saratoga Springs,,,45,,9110,NULL
6100,Wasatch County,,,55,,19045,NULL
6101,Heber,,,35,,21735,NULL
6102,Heber,,,35,no,21735,NULL
6103,Heber,,,35,no,21735,NULL
6104,Heber,,,35,,24125,NULL
6105,Heber,,,45,,24125,NULL
6106,Heber,,,45,no,11860,NULL
6108,Heber,,,35,no,,NULL
6109,Mapleton/Springville,,,50,no,,NULL
6110,Mapleton,,,50,no,7810,NULL
6111,Mapleton,,,50,no,11460,NULL
6112,Spanish Fork,,,45,no,,NULL
6113,Spanish Fork,,,,no,,NULL
6114,Salem,,,50,no,15065,NULL
6115,Salem,,,40,no,12815,NULL
6116,Salem,,,40,no,12815,NULL
6117,Naples,,,45,no,12950,NULL
6118,Naples,,,45,no,27830,NULL
6119,Naples,,,45,no,12950,NULL
6120,Vernal,,,40,no,9570,NULL
6121,Vernal,,,35,no,8085,NULL
6122,Vernal,,,35,no,21420,NULL
6123,Vernal,,,30,no,21420,NULL
6124,Vernal,,,30,no,21420,NULL
6125,Vernal,,,30,no,27830,NULL
6126,Vernal,x,,35,no,27830,NULL
6127,Vernal,,,35,no,21420,NULL
6128,Vernal,,,45,no,10090,NULL
6129,Duchesne,,,30,no,9045,NULL
6130,Pleasant Grove,,,35,no,28905,NULL
6131,Pleasant Grove,,,45,no,28765,NULL
6132,Pleasant Grove,,,45,no,28905,NULL
6133,Lindon/Pleasant Grove,,,40,no,28765,NULL
6134,Pleasant Grove,,,45,no,21395,NULL
6135,Pleasant Grove,,,35,no,28905,NULL
6137,Lindon,,,40,,35130,NULL
6138,Pleasant Grove,,,40,,11590,NULL
6139,Pleasant Grove,,,40,,28765,NULL
6141,Lindon,,,40,no,28765,NULL
6142,Pleasant Grove,,,40,no,28765,NULL
6145,Saratoga Springs,,,45,no,18560,NULL
6146,Eagle Mountain,,,55,,19065,NULL
6147,Lindon,,,40,,,NULL
6148,Vernal/Uintah County,,,40,,,NULL
6149,Eagle Mountain,,,55,,,NULL
6150,Maeser,,,45,,7160,NULL
6151,Maeser,,,45,,7160,NULL
6152,Maeser,,,45,,7160,NULL
6153,Vernal,,,30,no,,NULL
6154,Uintah County,,,45,no,,NULL
6155,Vineyard,,,45,no,,NULL
6156,Springville,,,45,no,,NULL
6157,Springville,,,50,no,,NULL
6158,Springville,,,50,no,,NULL
6159,Payson,,,35,no,,NULL
6160,Payson,,,35,no,11795,NULL
6161,Payson,,,35,,13340,NULL
6162,Payson,,,35,,2810,NULL
6163,Payson,,,30,no,13340,NULL
6164,Payson,,,35,no,11795,NULL
6165,Payson,,,30,no,13340,NULL
6166,Payson,,,40,,16465,NULL
6167,Payson,,,45,,16465,NULL
6168,Payson,,,45,no,,NULL
6169,Utah County,,,45,,,NULL
6170,Santaquin,,,35,no,5285,NULL
6171,Santaquin,,,35,no,16125,NULL
6172,Santaquin,,,35,,16125,NULL
6173,Santaquin,,,35,no,,NULL
6175,American Fork/Pleasant Grove,,,40,,12425,NULL
6176,American Fork,,,40,,,NULL
6177,American Fork,,,40,,10900,NULL
6178,American Fork,,,40,,10900,NULL
6179,American Fork,,,45,,,NULL
6180,Cedar Hills/Highland,,,40,,8970,NULL
6181,American Fork/Highland,,,45,,,NULL
6182,American Fork,,,45,no,,NULL
6183,American Fork/Highland,,,25,,,NULL
6184,American Fork/Lindon,,,,,,NULL
6185,Eagle Mountain,,,55,,,NULL
6186,American Fork,,,45,,28905,NULL
6187,Lehi,,,55,,25000,NULL
6188,Mapleton,,,,,,NULL
6189,Lindon,,,,,,NULL
6190,Pleasant Grove,,,40,,,NULL
6192,Pleasant Grove,,,45,,,NULL
6193,Pleasant Grove,,,45,,,NULL
6194,Highland,,,40,,11000,NULL
6195,Mapleton,,,,,,NULL
6196,Lehi,,,55,,,NULL
6197,Pleasant Grove,,,,,,NULL
6198,Saratoga Springs,,,45,,,NULL
6199,Lehi,,,50,,,NULL
6200,Saratoga Springs,,,50,,,NULL
6201,Saratoga Springs,,,50,,,NULL
6202,Saratoga Springs,,,50,,,NULL
6203,Saratoga Springs,,,,,,NULL
6204,Saratoga Springs,,,50,,,NULL
6205,Saratoga Springs,,,50,,,NULL
6206,Saratoga Springs,,,50,,,NULL
6207,Lehi,x,,50,,,NULL
6208,Lehi,,,45,,,NULL
6209,Lehi,,,35,,,NULL
6210,Lehi,x,,35,,,NULL
6211,Saratoga Springs,x,,45,,,NULL
6213,Vineyard,,,,,,NULL
6214,Saratoga Springs,,,,,,NULL
6215,Saratoga Springs,,,,,,NULL
6218,Heber,,,30,,,NULL
6219,Heber/Wasatch County,,,50,,,NULL
6220,Midway,,,35,,,NULL
6221,Midway,,,,no,,NULL
6222,Daniel/Wasatch County,,,60,no,,NULL
6223,Spanish Fork,,,,no,,NULL
6224,Springville/Utah County,,,,no,,NULL
6225,Vineyard,,,,no,,NULL
6226,Payson,,,35,no,,NULL
6227,Salem,,,40,no,,NULL
6228,Salem,,,55,,,NULL
6229,Salem/Utah County,,,,,,NULL
6230,Spanish Fork,,,45,,,NULL
6231,Spanish Fork/Utah County/Salem,,,55,no,,NULL
6232,Spanish Fork/Utah County,,,45,no,,NULL
6233,Spanish Fork/Utah County,,,45,,,NULL
6234,Spanish Fork,,,40,,,NULL
6235,Spanish Fork,,,60,,13000,NULL
6236,Spanish Fork,,,,,,NULL
6237,American Fork,,,,,,NULL
6238,American Fork,,,,,,NULL
6239,Eagle Mountain,,,,no,,NULL
6240,Highland,,,,no,,NULL
6241,Highland,,,45,yes,22000,NULL
6242,Springville,,,,no,16000,NULL
6243,Heber,,,,no,,NULL
6244,Duchesne County,,,,no,,NULL
6245,Naples,,,45,no,16000,NULL
6249,Roosevelt,,,,no,,NULL
6250,Roosevelt,,,35,no,18735,NULL
6251,Roosevelt,,,30,no,13055,NULL
6252,Roosevelt,,,35,no,18735,NULL
6253,Roosevelt,,,40,no,13055,NULL
6254,Uintah County,,,50,no,12575,NULL
6255,Roosevelt,,,35,no,7570,NULL
6256,Roosevelt,,,55,no,13055,NULL
6257,Roosevelt,,,35,no,,NULL
6258,Ballard/Uintah County,,,50,no,,NULL
6259,Uintah County,,,60,no,,NULL
6260,Nephi,,,35,no,11115,NULL
6264,Spanish Fork,,,,no,,NULL
6265,Saratoga Springs,,,,no,,NULL
6266,Saratoga Springs,,,,no,,NULL
6301,Orem,,,45,no,31560,NULL
6302,Orem,,,40,yes,31560,NULL
6303,Orem,,,40,no,44645,NULL
6304,Orem,,,40,no,34770,NULL
6305,Orem,,,45,no,34770,NULL
6306,Orem,,,45,no,30780,NULL
6307,Orem,,,45,,30780,NULL
6308,Orem,,,40,,44645,NULL
6309,Orem,,,45,,16980,NULL
6310,Orem,,,40,,25010,NULL
6311,Orem,,,40,no,47840,NULL
6312,Orem,,,45,,11645,NULL
6313,Orem,,,40,,47840,NULL
6314,Orem,,,40,,47840,NULL
6315,Orem,,,45,,11645,NULL
6316,Orem,,,45,,20855,NULL
6317,Orem,,,45,no,45300,NULL
6318,Orem,,,45,no,45300,NULL
6319,Orem,,,45,no,44830,NULL
6320,Orem,,,45,no,44830,NULL
6321,Orem,,,45,no,49760,NULL
6322,Orem,,,45,no,49760,NULL
6323,Orem,,,40,no,39430,NULL
6324,Orem,,,45,no,49760,NULL
6325,Orem,,,45,no,28765,NULL
6326,Orem,,,40,no,40820,NULL
6327,Orem,,,40,no,40820,NULL
6328,Orem,,,45,no,38945,NULL
6329,Orem,,,45,no,,NULL
6330,Orem,,,45,no,,NULL
6331,Orem,,,,yes,,NULL
6333,Orem,,,,no,,NULL
6375,Orem,,,25,no,16000,NULL
6387,Orem,,,35,no,,NULL
6388,Orem,,,35,no,,NULL
6389,Orem,,,40,no,38760,NULL
6390,Orem,,,50,no,16400,NULL
